000,ADP,ADP,020,00000000, 
000,AED,AED,784,00000000, 
000,AFA,AFA,004,00000000, 
000,AFN,AFN,971,00000000, 
000,ALL,ALL,008,00000000, 
000,AMD,AMD,051,00000000, 
000,ANG,ANG,532,00000000, 
000,AOA,AOA,973,00000000, 
000,AON,AON,024,00000000, 
000,AOR,AOR,982,00000000, 
000,ARS,ARS,032,00000000, 
000,ATS,ATS,040,00000000, 
000,AUD,AUD,036,00000000, 
000,AWG,AWG,533,00000000, 
000,AZM,AZM,031,00000000, 
000,AZN,AZN,944,00000000, 
000,BAM,BAM,977,00000000, 
000,BBD,BBD,052,00000000, 
000,BDT,BDT,050,00000000, 
000,BEF,BEF,056,00000000, 
000,BGN,BGN,975,00000000, 
000,BHD,BHD,048,00000000, 
000,BIF,BIF,108,00000000, 
000,BMD,BMD,060,00000000, 
000,BND,BND,096,00000000, 
000,BOB,BOB,068,00000000, 
000,BRL,BRL,986,00000000, 
000,BSD,BSD,044,00000000, 
000,BTN,BTN,064,00000000, 
000,BWP,BWP,072,00000000, 
000,BYB,BYB,112,00000000, 
000,BYR,BYR,974,00000000, 
000,BZD,BZD,084,00000000, 
000,CAD,CAD,124,00000000, 
000,CDF,CDF,976,00000000, 
000,CFP,XPF,953,00000000, 
000,CHF,CHF,756,00000000, 
000,CLP,CLP,152,00000000, 
000,CNY,CNY,156,00000000,X
000,COP,COP,170,00000000, 
000,CRC,CRC,188,00000000, 
000,CSD,CSD,891,00000000, 
000,CUC,CUC,931,00000000, 
000,CUP,CUP,192,00000000, 
000,CVE,CVE,132,00000000, 
000,CYP,CYP,196,00000000, 
000,CZK,CZK,203,00000000, 
000,DEM,DEM,280,00000000,X
000,DEM3,DEM,280,00000000, 
000,DJF,DJF,262,00000000, 
000,DKK,DKK,208,00000000, 
000,DOP,DOP,214,00000000, 
000,DZD,DZD,012,00000000, 
000,ECS,ECS,218,00000000, 
000,EEK,EEK,233,00000000, 
000,EGP,EGP,818,00000000, 
000,ERN,ERN,232,00000000, 
000,ESP,ESP,724,00000000, 
000,ETB,ETB,230,00000000, 
000,EUR,EUR,978,00000000, 
000,FIM,FIM,246,00000000, 
000,FJD,FJD,242,00000000, 
000,FKP,FKP,238,00000000, 
000,FRF,FRF,250,00000000, 
000,GBP,GBP,826,00000000, 
000,GEL,GEL,981,00000000, 
000,GHC,GHC,288,00000000, 
000,GHS,GHS,936,00000000, 
000,GIP,GIP,292,00000000, 
000,GMD,GMD,270,00000000, 
000,GNF,GNF,324,00000000, 
000,GRD,GRD,300,00000000, 
000,GTQ,GTQ,320,00000000, 
000,GWP,GWP,624,00000000, 
000,GYD,GYD,328,00000000, 
000,HKD,HKD,344,00000000, 
000,HNL,HNL,340,00000000, 
000,HRK,HRK,191,00000000, 
000,HTG,HTG,332,00000000, 
000,HUF,HUF,348,00000000, 
000,IDR,IDR,360,00000000, 
000,IEP,IEP,372,00000000, 
000,ILS,ILS,376,00000000, 
000,INR,INR,356,00000000, 
000,IQD,IQD,368,00000000, 
000,IRR,IRR,364,00000000, 
000,ISK,ISK,352,00000000, 
000,ITL,ITL,380,00000000, 
000,JMD,JMD,388,00000000, 
000,JOD,JOD,400,00000000, 
000,JPY,JPY,392,00000000, 
000,KES,KES,404,00000000, 
000,KGS,KGS,417,00000000, 
000,KHR,KHR,116,00000000, 
000,KMF,KMF,174,00000000, 
000,KPW,KPW,408,00000000, 
000,KRW,KRW,410,00000000, 
000,KWD,KWD,414,00000000, 
000,KYD,KYD,136,00000000, 
000,KZT,KZT,398,00000000, 
000,LAK,LAK,418,00000000, 
000,LBP,LBP,422,00000000, 
000,LKR,LKR,144,00000000, 
000,LRD,LRD,430,00000000, 
000,LSL,LSL,426,00000000, 
000,LTL,LTL,440,00000000, 
000,LUF,LUF,442,00000000, 
000,LVL,LVL,428,00000000, 
000,LYD,LYD,434,00000000, 
000,MAD,MAD,504,00000000, 
000,MDL,MDL,498,00000000, 
000,MGA,MGA,969,00000000, 
000,MGF,MGF,450,00000000, 
000,MKD,MKD,807,00000000, 
000,MMK,MMK,104,00000000, 
000,MNT,MNT,496,00000000, 
000,MOP,MOP,446,00000000, 
000,MRO,MRO,478,00000000, 
000,MTL,MTL,470,00000000, 
000,MUR,MUR,480,00000000, 
000,MVR,MVR,462,00000000, 
000,MWK,MWK,454,00000000, 
000,MXN,MXN,484,00000000, 
000,MYR,MYR,458,00000000, 
000,MZM,MZM,508,00000000, 
000,MZN,MZN,943,00000000, 
000,NAD,NAD,516,00000000, 
000,NGN,NGN,566,00000000, 
000,NIO,NIO,558,00000000, 
000,NLG,NLG,528,00000000, 
000,NOK,NOK,578,00000000, 
000,NPR,NPR,524,00000000, 
000,NZD,NZD,554,00000000, 
000,OMR,OMR,512,00000000, 
000,PAB,PAB,590,00000000, 
000,PEN,PEN,604,00000000, 
000,PGK,PGK,598,00000000, 
000,PHP,PHP,608,00000000, 
000,PKR,PKR,586,00000000, 
000,PLN,PLN,985,00000000, 
000,PTE,PTE,620,00000000, 
000,PYG,PYG,600,00000000, 
000,QAR,QAR,634,00000000, 
000,RMB,CNY,156,00000000, 
000,ROL,ROL,642,00000000, 
000,RON,RON,946,00000000, 
000,RSD,RSD,941,00000000, 
000,RUB,RUB,643,00000000, 
000,RWF,RWF,646,00000000, 
000,SAR,SAR,682,00000000, 
000,SBD,SBD,090,00000000, 
000,SCR,SCR,690,00000000, 
000,SDD,SDD,736,00000000, 
000,SDG,SDG,938,00000000, 
000,SDP,SDP,736,00000000, 
000,SEK,SEK,752,00000000, 
000,SGD,SGD,702,00000000, 
000,SHP,SHP,654,00000000, 
000,SIT,SIT,705,00000000, 
000,SKK,SKK,703,00000000, 
000,SLL,SLL,694,00000000, 
000,SOS,SOS,706,00000000, 
000,SRD,SRD,968,00000000, 
000,SRG,SRG,740,00000000, 
000,STD,STD,678,00000000, 
000,SVC,SVC,222,00000000, 
000,SYP,SYP,760,00000000, 
000,SZL,SZL,748,00000000, 
000,THB,THB,764,00000000, 
000,TJR,TJR,762,00000000, 
000,TJS,TJS,972,00000000, 
000,TMM,TMM,795,00000000, 
000,TMT,TMT,934,00000000, 
000,TND,TND,788,00000000, 
000,TOP,TOP,776,00000000, 
000,TPE,TPE,626,00000000, 
000,TRL,TRL,792,00000000, 
000,TRY,TRY,949,00000000, 
000,TTD,TTD,780,00000000, 
000,TWD,TWD,901,00000000, 
000,TZS,TZS,834,00000000, 
000,UAH,UAH,980,00000000, 
