000,D,%,%,%,%,Prozent
000,D,%O,%O,%O,%0,Promille
000,D,1,ONE,one,Eins,Eins
000,D,10,T,d,Tage,Tage
000,D,22S,22S,mm2/s,mm2/s,Quadratmillimeter/Sekunde
000,D,2M,CMS,cm/s,cm/s,Zentimeter/Sekunde
000,D,2X,000,m/min,m/min,Meter/Minute
000,D,4G,µL,µl,µl,Mikroliter
000,D,4O,µF,µF,µF,Mikrofarad
000,D,4T,PF,pF,pF,Pikofarad
000,D,A,A,A,A,Ampere
000,D,A87,GOH,GOhm,GOhm,Gigaohm
000,D,A93,GM3,g/m3,g/m3,Gramm/Kubikmeter
000,D,ACR,ACR,acre,Acre,Acre
000,D,B34,KD3,kg/dm3,kg/dm3,Kilogramm/Kubikdezimeter
000,D,B45,KML,kmol,kmol,Kilomol
000,D,B47,KN,kN,kN,Kilonewton
000,D,B73,MN,MN,MN,Meganewton
000,D,B75,MGO,MOhm,MOhm,Megaohm
000,D,B78,MAV,MV,MV,Megavolt
000,D,B84,µA,µA,µA,Mikroampere
000,D,BAG,TTE,Tüte,Tüte,Tüte
000,D,BAR,BAR,bar,bar,bar
000,D,BOT,FL,Fl,Flasche,Flasche
000,D,BQK,BQK,Bq/kg,Bq/kg,Becquerel/Kilogramm
000,D,C10,MF,mF,mF,Millifarad
000,D,C36,M/M,mol/m3,Mo/m3,Mol pro Kubikmeter
000,D,C38,M/L,Mol/l,Mol/Liter,Mol pro Liter
000,D,C39,NA,nA,nA,Nanoampere
000,D,C3S,C3S,cm3/s,cm3/s,Kubikzentimeter/Sekunde
000,D,C41,NF,nF,nF,Nanofarad
000,D,C56,NMM,N/mm2,N/mm2,Newton/Quadratmillimeter
000,D,CCM,CM3,cm3,cm3,Kubikzentimeter
000,D,CD,CD,Cd,Cd,Candela
000,D,CDM,CD3,dm3,Kubikdezim,Kubikdezimeter
000,D,CM,CM,cm,cm,Zentimeter
000,D,CM2,CM2,cm2,cm2,Quadratzentimeter
000,D,CMH,CMH,cm/h,cm/h,Zentimeter/Stunde
000,D,CS,KS,KS,Kasten,Kasten
000,D,CTL,CL,cl,Zentiliter,Zentiliter
000,D,D10,S/M,S/m,Siemens/m,Siemens pro Meter
000,D,D41,TOM,t/m3,t/m3,Tonne/Kubikmeter
000,D,D46,VA,VA,VA,Voltampere
000,D,DEG,DEG,deg,Grad,Grad
000,D,DM,DM,dm,dm,Dezimeter
000,D,DR,TR,tr,Trommel,Trommel
000,D,DZ,DZ,dz,Dutzend,Dutzend
000,D,EA,EA,EA,each,each
000,D,EE,EE,EE,Einh. Enzy,Einheiten Enzyme
000,D,EML,EML,EE/ml,Enzyme/ml,Einheiten Enzyme / Milliliter
000,D,F,F,F,F,Farad
000,D,FA,°F,°F,°F,Fahrenheit
000,D,FT,FT,Fuß,Fuß,Fuß
000,D,FT2,FT2,ft2,Quadr.Fuß,Quadratfuß
000,D,FT3,FT3,ft3,Kubikfuß,Kubikfuß
000,D,G,G,g,g,Gramm
000,D,G/L,G/L,gw/l,gw/Liter,Gramm Wirkstoff / Liter
000,D,GAU,GAU,GAU,Gramm Gold,Gramm Gold
000,D,GC,°C,°C,°C,Grad Celsius
000,D,GHG,GHG,g/hg,g/hg,Gramm/Hektogramm
000,D,GJ,GJ,GJ,GJ,Gigajoule
000,D,GKG,GKG,g/kg,g/kg,Gramm/Kilogramm
000,D,GLI,GLI,g/l,g/l,Gramm/Liter
000,D,GLL,GAL,gal us,US-Gallone,US-Gallone
000,D,GLM,GPM,GPM US,Gal/Mi(US),Gallonen pro Meile (US)
000,D,GM,GM,g/mol,g/mol,Gramm/Mol
000,D,GM2,GM2,g/m2,g/m2,Gramm/Quadratmeter
000,D,GPH,GPH,GPH US,Gal/Std US,Gallonen pro Stunde (US)
000,D,GQ,µGQ,µg/m3,µg/m3,Mikrogramm/Kubikmeter
000,D,GRO,GRO,gro,Gross,Gross
000,D,GW,GW,gw,g Wirkst.,Gramm Wirkstoff
000,D,H,H,h,Stunde,Stunde
000,D,HAR,HA,Hektar,Hektar,Hektar
000,D,HL,HL,hl,hl,Hektoliter
000,D,HPA,HPA,hPa,hPa,Hektopascal
000,D,HZ,HZ,Hz,Hz,Hertz (1/Sekunde)
000,D,IN,\\,\\,Zoll,Zoll (inch)
000,D,IN2,\\2,Zoll2,Quadr.zoll,Quadratzoll
000,D,IN3,\\3,Zoll3,Kubikzoll,Kubikzoll
000,D,J,J,J,J,Joule
000,D,JHR,JHR,a,Jahr,Jahre (annum)
000,D,JKG,JKG,J/kg,J/kg,Joule/Kilogramm
000,D,JKK,JKK,J/kgK,J/(kg*K),Spez. Wärmekapazität
000,D,JMO,JMO,J/mol,J/mol,Joule/Mol
000,D,K,K,K,K,Kelvin
000,D,KA,KA,kA,kA,Kiloampere
000,D,KAN,KAN,Kan,Kanister,Kanister
000,D,KAR,KAR,Kar,Karton,Karton
000,D,KBK,KBK,kBq/kg,kBq/kg,Kilobecquerel/Kilogramm
000,D,KG,KG,kg,kg,Kilogramm
000,D,KGF,KGF,kg/m2,kg/m2,Kilogramm/Quadratmeter
000,D,KGK,KGK,kg/kg,kg/kg,Kilogramm/Kilogramm
000,D,KGM,KGM,kg/mol,kg/mol,Kilogramm/Mol
000,D,KGS,KGS,kg/s,kg/s,Kilogramm/Sekunde
000,D,KGV,KGV,kg/m3,kg/m3,Kilogramm/Kubikmeter
000,D,KGW,KGW,kgw,kg Wirkst.,Kilogramm Wirkstoff
000,D,KHZ,KHZ,kHz,kHz,Kilohertz
000,D,KI,KI,Kiste,Kiste,Kiste
000,D,KJ,KJ,kJ,kJ,Kilojoule
000,D,KJK,KJK,kJ/kg,kJ/kg,Kilojoule/Kilogramm
000,D,KJM,KJM,kJ/mol,kJ/mol,Kilojoule/Mol
000,D,KM,KM,km,km,Kilometer
000,D,KM2,KM2,km2,km2,Quadratkilometer
000,D,KMH,KMH,km/h,km/h,Kilometer/Stunde
000,D,KMK,KMK,m3/m3,m3/m3,Kubikmeter/Kubikmeter
000,D,KMN,KMN,K/min,K/min,Kelvin/Minute
000,D,KMS,KMS,K/s,K/s,Kelvin/Sekunde
000,D,KOH,KOH,kOhm,kOhm,Kiloohm
000,D,KPA,KPA,kPa,kPa,Kilopascal
000,D,KT,KT,kt,kt,Kilotonne
